0.0,0.0
5.0,0.0
10.0,0.0
15.0,1.05576841209
20.0,2.63090676884
25.0,2.47765006386
30.0,2.0263942103
35.0,2.04342273308
40.0,1.62622392507
45.0,1.56662409536
50.0,1.50702426564
55.0,1.2601106854
60.0,1.38782460622
65.0,1.28565346956
70.0,1.24308216262
75.0,1.23456790123
80.0,1.29416773095
85.0,1.02171136654
90.0,1.12388250319
95.0,1.25159642401
100.0,1.29416773095
105.0,1.25159642401
110.0,1.25159642401
115.0,1.45593869732
120.0,1.36228182205
125.0,1.43039591315
130.0,1.63473818646
135.0,1.89868028948
140.0,2.14559386973
145.0,2.34993614304
150.0,3.69518944232
155.0,54.1932737335
160.0,0.0
165.0,0.0
170.0,0.0
175.0,0.0
180.0,0.0
185.0,0.0
190.0,0.0
195.0,0.0
200.0,0.0
205.0,0.0
210.0,0.0
215.0,0.0
220.0,0.0
225.0,0.0
230.0,0.0
